age,work_class,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,label
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,false
33,Private,,Never-married,Other-service,Unmarried,Black,Female,0,0,14,,false
61,Private,11th,Divorced,,Not-in-family,White,Female,0,0,12,,false
40,Private,Bachelors,,Transport-moving,Own-child,,Male,0,0,45,,false
29,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,true
18,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,false
43,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,true
42,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,4797,0,80,United-States,true
37,Private,Some-college,Married-civ-spouse,Sales,Husband,,Male,0,0,45,United-States,true
29,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,44,United-States,false
45,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,,Male,4132,0,40,United-States,false
36,Self-emp-not-inc,,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,false
27,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,false
18,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,false
46,Private,HS-grad,,Other-service,Not-in-family,White,Male,0,0,35,Mexico,false
30,Self-emp-not-inc,Some-college,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,false
42,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,false
33,Private,,,Transport-moving,Unmarried,,Male,0,0,20,,false
45,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,false
54,Private,Some-college,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,false
37,Self-emp-inc,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,false
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,false
23,Private,Assoc-acdm,Never-married,Sales,Own-child,Black,Female,0,0,36,United-States,false
26,Private,,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,false
25,Private,,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,34,Mexico,false
31,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,true
26,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,false
74,,Bachelors,Widowed,,Not-in-family,,Female,0,0,35,United-States,false
25,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,false
18,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,27,United-States,false
40,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,false
32,Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,false
54,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,7687,0,25,United-States,true
23,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,2961,0,50,United-States,false
56,Self-emp-not-inc,,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,false
33,Local-gov,HS-grad,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,false
21,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,false
21,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,54,United-States,false
27,Private,HS-grad,Widowed,Craft-repair,Unmarried,White,Female,0,1610,26,United-States,false
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,50,United-States,true
35,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,54,United-States,false
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,70,,false
19,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,false
52,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,true
50,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,true
39,Private,Some-college,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,false
22,,Some-college,Never-married,,Not-in-family,Asian-Pac-Islander,Female,0,0,12,,false
31,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States,false
26,Self-emp-not-inc,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,false
26,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,5013,0,40,United-States,false
30,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,false
22,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,false
49,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,true
35,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,true
25,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,false
42,Private,Bachelors,Married-civ-spouse,Craft-repair,Wife,Black,Female,0,0,35,United-States,true
28,Local-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,7687,0,37,United-States,true
20,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,false
30,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,true
35,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,false
56,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,false
25,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0,261,40,United-States,false
39,Private,Masters,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,false
60,Self-emp-not-inc,,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,false
51,Local-gov,,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,true
53,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,1591,54,United-States,true
24,Private,HS-grad,Never-married,Transport-moving,Unmarried,White,Female,0,0,40,Mexico,false
43,Private,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,false
51,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Unmarried,White,Male,26552,0,50,United-States,true
31,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,20,United-States,false
60,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,false
24,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,false
45,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,,false
23,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,false
34,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,25,United-States,true
18,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,38,United-States,false
23,Private,Assoc-acdm,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,false
53,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,0,1880,54,United-States,false
31,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,false
70,,Some-college,Married-civ-spouse,,Husband,White,Male,0,0,10,United-States,true
22,Local-gov,11th,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,false
42,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,true
47,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,false
22,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,false
18,,Some-college,Never-married,,Own-child,White,Female,0,0,40,United-States,false
27,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,false
23,Private,Some-college,Never-married,Other-service,Own-child,Black,Male,1340,0,80,United-States,false
43,Self-emp-not-inc,,Married-civ-spouse,Prof-specialty,Husband,,Male,0,0,35,United-States,true
78,,HS-grad,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,false
62,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,false
42,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,false
41,State-gov,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,false
18,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,false
41,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,false
48,State-gov,,Divorced,Prof-specialty,Unmarried,White,Male,0,0,50,United-States,true
33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,false
44,Self-emp-inc,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,true
61,Private,10th,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,24,United-States,false
29,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,false
60,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,false
37,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,false
31,State-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,false
18,,11th,Never-married,,Own-child,White,Male,0,0,25,United-States,false
62,,HS-grad,Married-civ-spouse,,Husband,White,Male,0,0,48,United-States,false
35,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,false
24,Private,HS-grad,Divorced,Other-service,Wife,White,Female,0,0,30,United-States,false
45,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,false
28,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,false
42,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,false
25,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,false
55,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,true
43,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,false
23,Private,,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,false
23,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,7,United-States,false
51,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,0,1495,42,United-States,true
47,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,true
24,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,15,United-States,false
25,Private,Some-college,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,false
25,,Assoc-acdm,Married-civ-spouse,,Husband,White,Male,0,0,14,United-States,false
18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,false
52,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,false
47,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,true
71,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,17,United-States,false
54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,false
43,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,true
63,,HS-grad,Divorced,,Not-in-family,White,Female,0,2226,40,,false
31,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,false
32,Private,,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,false
43,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,false
46,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,40,United-States,true
48,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,0,0,25,United-States,false
31,Private,,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,,false
27,Private,Some-college,Divorced,Adm-clerical,Own-child,White,Female,0,0,20,United-States,false
26,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,60,United-States,false
63,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,true
66,,Some-college,Married-civ-spouse,,Husband,White,Male,0,1809,40,United-States,true
48,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,false
24,Private,11th,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,false
46,Federal-gov,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,false
26,Federal-gov,Some-college,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,false
40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,true
23,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,false
53,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,true
20,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,0,0,20,United-States,false
56,Private,10th,Separated,Other-service,Unmarried,White,Female,0,0,32,United-States,false
25,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,false
42,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,true
26,Private,Some-college,Never-married,Exec-managerial,Own-child,Black,Female,0,0,40,United-States,false
52,Private,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,true
54,Private,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,true
53,Local-gov,,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,false
34,State-gov,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,false
50,Federal-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,70,,false
18,Private,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,false
20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,false
35,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,false
18,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,false
63,State-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,false
39,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,2899,0,40,,false
34,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,false
21,Private,Some-college,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,false
68,Private,Bachelors,Widowed,Sales,Husband,White,Male,17777,0,40,United-States,true
22,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,false
26,Private,,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Mexico,false
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,,Male,0,0,40,United-States,false
58,Self-emp-inc,,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,99,,false
74,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,15,United-States,false
41,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,true
52,Self-emp-not-inc,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,99999,0,30,United-States,true
32,,HS-grad,Married-civ-spouse,,Husband,White,Male,0,0,25,United-States,false
30,Federal-gov,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,false
31,Private,,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,false
36,State-gov,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,false
19,Private,HS-grad,Never-married,,Not-in-family,White,Female,0,0,45,,false
57,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,40,United-States,true
25,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,,true
41,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,United-States,true
44,Private,Bachelors,,Exec-managerial,Own-child,White,Female,0,0,40,United-States,false
30,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,true
40,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,0,0,48,United-States,false
44,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,0,0,42,United-States,false
56,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,false
38,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,false
34,Private,Assoc-voc,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,false
35,Private,Bachelors,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,50,United-States,false
50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,false
51,Private,,Never-married,Prof-specialty,Not-in-family,White,Female,0,2585,50,United-States,true
31,,HS-grad,Married-civ-spouse,,Wife,Black,Female,0,0,45,United-States,false
29,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,false
46,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,,true
47,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,false
55,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,52,United-States,false
43,Private,,,Farming-fishing,Unmarried,White,Male,0,0,35,Mexico,false
36,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,true
23,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,false
42,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,true
27,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,false
30,Self-emp-inc,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,60,United-States,false
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,,false
24,Local-gov,11th,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,45,United-States,false
45,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States,false
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,50,United-States,true
23,Local-gov,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,false
38,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,true
29,Private,,,Other-service,Not-in-family,Black,Male,0,0,40,United-States,false
59,,HS-grad,Married-civ-spouse,,Husband,White,Male,0,0,16,United-States,false
26,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,30,United-States,false
31,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,7687,0,42,United-States,true
21,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,false
29,Private,Assoc-acdm,Divorced,Sales,Unmarried,White,Female,3325,0,40,United-States,false
51,Private,,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,false
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,false
37,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,false
36,Private,10th,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,35,United-States,false
43,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,38,United-States,false
48,Federal-gov,HS-grad,Widowed,Adm-clerical,Wife,White,Female,0,0,40,United-States,true
39,Private,HS-grad,Married-civ-spouse,,Wife,Black,Female,0,0,45,United-States,false
37,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,false
39,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Other-relative,,Male,0,0,40,United-States,false
74,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,54,United-States,false
46,Private,Some-college,,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,,false
44,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,false
53,,Some-college,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,false
42,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,true
26,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,false
45,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,false
29,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,true
54,Federal-gov,,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,false
23,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,false
41,Self-emp-not-inc,,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,true
31,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,false
32,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,true
55,Self-emp-not-inc,,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,false
38,Private,,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,false
39,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,42,United-States,false
36,Local-gov,HS-grad,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,false
32,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Female,0,0,45,United-States,false
52,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,true
51,Private,Bachelors,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,false
37,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,false
36,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Black,Male,7306,0,36,United-States,true
20,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,false
50,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,false
58,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,false
37,Private,Assoc-voc,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,38,United-States,true
50,State-gov,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,53,United-States,true
38,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,false
38,Local-gov,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,0,0,55,United-States,false
38,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,true
46,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,true
46,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,true
43,Local-gov,Bachelors,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,false
23,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,false
35,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1599,40,United-States,false
33,Private,10th,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,45,United-States,false
26,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,false
27,Private,,Never-married,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,false
48,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,false
59,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,true
17,Private,,Never-married,Other-service,Own-child,White,Female,0,0,8,United-States,false
47,Private,,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,false
21,,Some-college,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,false
33,Local-gov,Bachelors,,Prof-specialty,Other-relative,White,Male,0,0,40,,false
19,,Some-college,Never-married,,Own-child,White,Male,0,0,40,United-States,false
40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,54,United-States,false
24,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,Black,Male,0,0,45,United-States,false
36,State-gov,,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,50,United-States,true
59,Federal-gov,HS-grad,,Craft-repair,Husband,White,Male,0,1887,40,United-States,true
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,false
